데이터 출처,AIO_Benchmark 하위출처,검색어,지식인_doc_id,지식인_url,검색엔진,AI 검색 요약 활성화 여부,문법적 형태,검색 의도,주제,LLM 확신도
ORCAS,,스카이라이트 청소 방법,,,google,TRUE,명사구,정보형,기타,high
ORCAS,,스카이라이트 청소 방법,,,naver,TRUE,명사구,정보형,기타,high
ORCAS,,스카이블록 서버 1.14,,,google,TRUE,명사구,거래형,게임,medium
ORCAS,,스카이블록 서버 1.14,,,naver,TRUE,명사구,거래형,게임,medium
ORCAS,,스카이프 이름,,,google,TRUE,명사구,정보형,기술,medium
ORCAS,,스카이프 이름,,,naver,TRUE,명사구,정보형,기술,medium
ORCAS,,스카이프 포 비즈니스를 소유한 사람은 누구인가,,,google,TRUE,의문문,정보형,기술,high
ORCAS,,스카이프 포 비즈니스를 소유한 사람은 누구인가,,,naver,TRUE,의문문,정보형,기술,high
ORCAS,,스카이프 핀,,,google,TRUE,명사구,상업형,기술,medium
ORCAS,,스카이프 핀,,,naver,FALSE,명사구,상업형,기술,medium
ORCAS,,스카이프 홈 페이지,,,google,TRUE,명사구,이동형,기술,high
ORCAS,,스카이프 홈 페이지,,,naver,TRUE,명사구,이동형,기술,high
ORCAS,,스카페이스,,,google,FALSE,명사구,정보형,엔터테인먼트,medium
ORCAS,,스카페이스,,,naver,FALSE,명사구,정보형,엔터테인먼트,medium
ORCAS,,스칼라와 벡터,,,google,TRUE,조사 결합 명사구,정보형,과학,high
ORCAS,,스칼라와 벡터,,,naver,FALSE,조사 결합 명사구,정보형,과학,high
ORCAS,,스케치업 텍스처,,,google,TRUE,명사구,거래형,기술,medium
ORCAS,,스케치업 텍스처,,,naver,TRUE,명사구,거래형,기술,medium
ORCAS,,스크랩 메카닉 무료,,,google,TRUE,명사구,거래형,게임,high
ORCAS,,스크랩 메카닉 무료,,,naver,TRUE,명사구,거래형,게임,high
ORCAS,,스크롤 잠금 해제하는 방법,,,google,TRUE,관형절 포함 명사구,정보형,기술,high
ORCAS,,스크롤 잠금 해제하는 방법,,,naver,TRUE,관형절 포함 명사구,정보형,기술,high
ORCAS,,스크린 세이버 시간 설정,,,google,TRUE,명사구,정보형,기술,high
ORCAS,,스크린 세이버 시간 설정,,,naver,TRUE,명사구,정보형,기술,high
ORCAS,,스크린샷 윈도우 xp,,,google,TRUE,명사구,정보형,기술,high
ORCAS,,스크린샷 윈도우 xp,,,naver,TRUE,명사구,정보형,기술,high
ORCAS,,스타 워즈 배틀프론트 2004,,,google,FALSE,명사구,정보형,게임,high
ORCAS,,스타 워즈 배틀프론트 2004,,,naver,FALSE,명사구,정보형,게임,high
ORCAS,,스타게이트 시리즈 순서,,,google,TRUE,명사구,정보형,엔터테인먼트,high
ORCAS,,스타게이트 시리즈 순서,,,naver,FALSE,명사구,정보형,엔터테인먼트,high
ORCAS,,스타벅스 로그인,,,google,FALSE,명사구,이동형,음식,high
ORCAS,,스타벅스 로그인,,,naver,TRUE,명사구,이동형,음식,high
ORCAS,,스타벅스 오늘의 할인,,,google,TRUE,명사구,상업형,음식,high
ORCAS,,스타벅스 오늘의 할인,,,naver,TRUE,명사구,상업형,음식,high
ORCAS,,스타워즈 영화 몇 개 있나요,,,google,TRUE,의문문,정보형,엔터테인먼트,high
ORCAS,,스타워즈 영화 몇 개 있나요,,,naver,FALSE,의문문,정보형,엔터테인먼트,high
ORCAS,,스테로이드 주사의 부작용,,,google,TRUE,조사 결합 명사구,정보형,건강,high
ORCAS,,스테로이드 주사의 부작용,,,naver,FALSE,조사 결합 명사구,정보형,건강,high
ORCAS,,스테이크 레어,,,google,TRUE,명사구,정보형,음식,medium
ORCAS,,스테이크 레어,,,naver,TRUE,명사구,정보형,음식,medium
ORCAS,,스테이크 소스,,,google,FALSE,명사구,상업형,음식,high
ORCAS,,스테이크 소스,,,naver,FALSE,명사구,상업형,음식,high
ORCAS,,스텔스 폭격기,,,google,FALSE,명사구,정보형,기술,medium
ORCAS,,스텔스 폭격기,,,naver,FALSE,명사구,정보형,기술,medium
ORCAS,,스튜 고기는 어떤 고기인가,,,google,TRUE,의문문,정보형,음식,high
ORCAS,,스튜 고기는 어떤 고기인가,,,naver,TRUE,의문문,정보형,음식,high
ORCAS,,스트럿 마운트 베어링,,,google,TRUE,명사구,상업형,자동차,high
ORCAS,,스트럿 마운트 베어링,,,naver,FALSE,명사구,상업형,자동차,high
ORCAS,,스트레스 요인,,,google,TRUE,명사구,정보형,건강,medium
ORCAS,,스트레스 요인,,,naver,TRUE,명사구,정보형,건강,medium
ORCAS,,스트림 암호,,,google,TRUE,명사구,정보형,기술,high
ORCAS,,스트림 암호,,,naver,TRUE,명사구,정보형,기술,high
ORCAS,,스티로폼,,,google,TRUE,명사구,상업형,쇼핑,medium
ORCAS,,스티로폼,,,naver,FALSE,명사구,상업형,쇼핑,medium
ORCAS,,스티븐 타일러의 딸들,,,google,TRUE,조사 결합 명사구,정보형,엔터테인먼트,high
ORCAS,,스티븐 타일러의 딸들,,,naver,FALSE,조사 결합 명사구,정보형,엔터테인먼트,high
ORCAS,,스파게티 재료,,,google,TRUE,명사구,정보형,음식,high
ORCAS,,스파게티 재료,,,naver,TRUE,명사구,정보형,음식,high
ORCAS,,스파이더맨,,,google,FALSE,명사구,정보형,엔터테인먼트,high
ORCAS,,스파이더맨,,,naver,FALSE,명사구,정보형,엔터테인먼트,high
ORCAS,,스파이더맨 시빌 워,,,google,FALSE,명사구,정보형,엔터테인먼트,medium
ORCAS,,스파이더맨 시빌 워,,,naver,FALSE,명사구,정보형,엔터테인먼트,medium
ORCAS,,스파이크 리 수상 내역,,,google,TRUE,명사구,정보형,엔터테인먼트,high
ORCAS,,스파이크 리 수상 내역,,,naver,FALSE,명사구,정보형,엔터테인먼트,high
ORCAS,,스퍼스 뉴스,,,google,TRUE,명사구,정보형,스포츠,high
ORCAS,,스퍼스 뉴스,,,naver,FALSE,명사구,정보형,스포츠,high
ORCAS,,스페이스엑스 발사 뉴스,,,google,TRUE,명사구,정보형,과학,high
ORCAS,,스페이스엑스 발사 뉴스,,,naver,TRUE,명사구,정보형,과학,high
ORCAS,,스페인어 과거 시제 동사,,,google,TRUE,명사구,정보형,직업 교육,high
ORCAS,,스페인어 과거 시제 동사,,,naver,TRUE,명사구,정보형,직업 교육,high
ORCAS,,스페인어 사전,,,google,FALSE,명사구,거래형,직업 교육,high
ORCAS,,스페인어 사전,,,naver,TRUE,명사구,거래형,직업 교육,high
ORCAS,,스페인어를 빠르고 무료로 배우는 방법,,,google,TRUE,관형절 포함 명사구,정보형,직업 교육,high
ORCAS,,스페인어를 빠르고 무료로 배우는 방법,,,naver,TRUE,관형절 포함 명사구,정보형,직업 교육,high
ORCAS,,스포라녹스,,,google,TRUE,명사구,상업형,건강,medium
ORCAS,,스포라녹스,,,naver,TRUE,명사구,상업형,건강,medium
ORCAS,,스포티파이 노트북,,,google,TRUE,명사구,거래형,엔터테인먼트,medium
ORCAS,,스포티파이 노트북,,,naver,TRUE,명사구,거래형,엔터테인먼트,medium
ORCAS,,스폰지밥 밈 템플릿,,,google,TRUE,명사구,거래형,엔터테인먼트,high
ORCAS,,스폰지밥 밈 템플릿,,,naver,TRUE,명사구,거래형,엔터테인먼트,high
ORCAS,,스플래시 마운틴 디즈니,,,google,TRUE,명사구,정보형,엔터테인먼트,medium
ORCAS,,스플래시 마운틴 디즈니,,,naver,FALSE,명사구,정보형,엔터테인먼트,medium
ORCAS,,스피로미터 측정,,,google,TRUE,명사구,정보형,건강,medium
ORCAS,,스피로미터 측정,,,naver,TRUE,명사구,정보형,건강,medium
ORCAS,,스필버그,,,google,FALSE,명사구,정보형,엔터테인먼트,high
ORCAS,,스필버그,,,naver,FALSE,명사구,정보형,엔터테인먼트,high
ORCAS,,슬러그마는 몇 레벨에서 진화하나요,,,google,TRUE,의문문,정보형,게임,high
ORCAS,,슬러그마는 몇 레벨에서 진화하나요,,,naver,FALSE,의문문,정보형,게임,high
ORCAS,,슬리핑 독스 디피니티브 에디션,,,google,TRUE,명사구,상업형,게임,high
ORCAS,,슬리핑 독스 디피니티브 에디션,,,naver,FALSE,명사구,상업형,게임,high
ORCAS,,승모판 역류 의미,,,google,TRUE,명사구,정보형,건강,high
ORCAS,,승모판 역류 의미,,,naver,TRUE,명사구,정보형,건강,high
ORCAS,,승모판 협착증 중증도,,,google,TRUE,명사구,정보형,건강,medium
ORCAS,,승모판 협착증 중증도,,,naver,FALSE,명사구,정보형,건강,medium
ORCAS,,승용차 타이어 등급,,,google,TRUE,명사구,정보형,자동차,medium
ORCAS,,승용차 타이어 등급,,,naver,TRUE,명사구,정보형,자동차,medium
ORCAS,,시각 장애,,,google,TRUE,명사구,정보형,건강,high
ORCAS,,시각 장애,,,naver,TRUE,명사구,정보형,건강,high
ORCAS,,시간 관리 기술을 어떻게 향상시킬 수 있을까,,,google,TRUE,의문문,정보형,직업 교육,high
ORCAS,,시간 관리 기술을 어떻게 향상시킬 수 있을까,,,naver,TRUE,의문문,정보형,직업 교육,high
ORCAS,,시간과 날짜,,,google,FALSE,조사 결합 명사구,거래형,기타,high
ORCAS,,시간과 날짜,,,naver,FALSE,조사 결합 명사구,거래형,기타,high
ORCAS,,시간에 따른 불법 이민 비율,,,google,TRUE,관형절 포함 명사구,정보형,법률 행정,medium
ORCAS,,시간에 따른 불법 이민 비율,,,naver,TRUE,관형절 포함 명사구,정보형,법률 행정,medium
ORCAS,,시게이트 드라이브 꺼내기,,,google,TRUE,명사형 전성어미,정보형,기술,high
ORCAS,,시게이트 드라이브 꺼내기,,,naver,TRUE,명사형 전성어미,정보형,기술,high
ORCAS,,시게이트 외장 드라이브 소프트웨어 다운로드,,,google,TRUE,명사구,거래형,기술,high
ORCAS,,시게이트 외장 드라이브 소프트웨어 다운로드,,,naver,TRUE,명사구,거래형,기술,high
ORCAS,,시골 농가,,,google,TRUE,명사구,상업형,기타,low
ORCAS,,시골 농가,,,naver,FALSE,명사구,상업형,기타,low
ORCAS,,시끄럽고 떠들썩한 행동,,,google,TRUE,관형절 포함 명사구,정보형,기타,medium
ORCAS,,시끄럽고 떠들썩한 행동,,,naver,TRUE,관형절 포함 명사구,정보형,기타,medium
ORCAS,,시니어 매니저 면접 질문,,,google,TRUE,명사구,정보형,직업 교육,medium
ORCAS,,시니어 매니저 면접 질문,,,naver,TRUE,명사구,정보형,직업 교육,medium
ORCAS,,시드 바렛,,,google,FALSE,명사구,정보형,엔터테인먼트,high
ORCAS,,시드 바렛,,,naver,FALSE,명사구,정보형,엔터테인먼트,high
ORCAS,,시라즈는 달콤한가,,,google,TRUE,의문문,정보형,음식,high
ORCAS,,시라즈는 달콤한가,,,naver,TRUE,의문문,정보형,음식,high
ORCAS,,시리아 전쟁의 시작은 무엇인가,,,google,TRUE,의문문,정보형,정치,high
ORCAS,,시리아 전쟁의 시작은 무엇인가,,,naver,FALSE,의문문,정보형,정치,high
ORCAS,,시멘트 보드란 무엇인가,,,google,TRUE,의문문,정보형,쇼핑,high
ORCAS,,시멘트 보드란 무엇인가,,,naver,TRUE,의문문,정보형,쇼핑,high
ORCAS,,시민 참여 활동의 예,,,google,TRUE,조사 결합 명사구,정보형,정치,medium
ORCAS,,시민 참여 활동의 예,,,naver,TRUE,조사 결합 명사구,정보형,정치,medium
ORCAS,,시베리아 횡단 철도,,,google,TRUE,명사구,정보형,여행 교통,high
ORCAS,,시베리아 횡단 철도,,,naver,TRUE,명사구,정보형,여행 교통,high
ORCAS,,시세이도 위키,,,google,TRUE,명사구,정보형,뷰티 패션,medium
ORCAS,,시세이도 위키,,,naver,FALSE,명사구,정보형,뷰티 패션,medium
ORCAS,,시스테인 결정,,,google,TRUE,명사구,정보형,과학,medium
ORCAS,,시스테인 결정,,,naver,TRUE,명사구,정보형,과학,medium
ORCAS,,시스템 BIOS 업데이트,,,google,TRUE,명사구,거래형,기술,high
ORCAS,,시스템 BIOS 업데이트,,,naver,TRUE,명사구,거래형,기술,high
ORCAS,,시알리스 제네릭인가,,,google,TRUE,의문문,정보형,건강,high
ORCAS,,시알리스 제네릭인가,,,naver,FALSE,의문문,정보형,건강,high
ORCAS,,시진핑이 언제 대통령이 되었나,,,google,TRUE,의문문,정보형,정치,high
ORCAS,,시진핑이 언제 대통령이 되었나,,,naver,FALSE,의문문,정보형,정치,high
ORCAS,,시트 선택,,,google,TRUE,명사구,정보형,기술,low
ORCAS,,시트 선택,,,naver,TRUE,명사구,정보형,기술,low
ORCAS,,시트릭스 웹 액세스,,,google,TRUE,명사구,이동형,기술,high
ORCAS,,시트릭스 웹 액세스,,,naver,TRUE,명사구,이동형,기술,high
ORCAS,,시험 점수,,,google,TRUE,명사구,정보형,직업 교육,medium
ORCAS,,시험 점수,,,naver,FALSE,명사구,정보형,직업 교육,medium
ORCAS,,식도염,,,google,TRUE,명사구,정보형,건강,high
ORCAS,,식도염,,,naver,TRUE,명사구,정보형,건강,high
ORCAS,,식물 기반 식단 vs 고기,,,google,TRUE,명사구,정보형,음식,medium
ORCAS,,식물 기반 식단 vs 고기,,,naver,FALSE,명사구,정보형,음식,medium
ORCAS,,식물 해충 및 질병 사진,,,google,TRUE,조사 결합 명사구,거래형,과학,medium
ORCAS,,식물 해충 및 질병 사진,,,naver,TRUE,조사 결합 명사구,거래형,과학,medium
ORCAS,,식물용 인,,,google,TRUE,명사구,상업형,취미 여가,medium
ORCAS,,식물용 인,,,naver,FALSE,명사구,상업형,취미 여가,medium
ORCAS,,식사 수당,,,google,TRUE,명사구,정보형,비즈니스 금융,medium
ORCAS,,식사 수당,,,naver,FALSE,명사구,정보형,비즈니스 금융,medium
ORCAS,,식염수,,,google,TRUE,명사구,상업형,건강,medium
ORCAS,,식염수,,,naver,FALSE,명사구,상업형,건강,medium
ORCAS,,식용 색소 구매처,,,google,TRUE,명사구,상업형,음식,high
ORCAS,,식용 색소 구매처,,,naver,TRUE,명사구,상업형,음식,high
ORCAS,,식인 연쇄 살인범,,,google,TRUE,명사구,정보형,법률 행정,medium
ORCAS,,식인 연쇄 살인범,,,naver,FALSE,명사구,정보형,법률 행정,medium
ORCAS,,식품 포장이란 무엇인가요,,,google,TRUE,의문문,정보형,음식,high
ORCAS,,식품 포장이란 무엇인가요,,,naver,TRUE,의문문,정보형,음식,high
ORCAS,,식품 피라미드,,,google,FALSE,명사구,정보형,음식,high
ORCAS,,식품 피라미드,,,naver,TRUE,명사구,정보형,음식,high
ORCAS,,신 에너지 기술,,,google,TRUE,명사구,정보형,과학,high
ORCAS,,신 에너지 기술,,,naver,TRUE,명사구,정보형,과학,high
ORCAS,,신경 세포,,,google,TRUE,명사구,정보형,과학,high
ORCAS,,신경 세포,,,naver,TRUE,명사구,정보형,과학,high
ORCAS,,신경성 식욕부진,,,google,TRUE,명사구,정보형,건강,high
ORCAS,,신경성 식욕부진,,,naver,TRUE,명사구,정보형,건강,high
ORCAS,,신념 동의어,,,google,TRUE,명사구,정보형,직업 교육,medium
ORCAS,,신념 동의어,,,naver,TRUE,명사구,정보형,직업 교육,medium
ORCAS,,신부 들러리 드레스 어디서 구할까,,,google,TRUE,의문문,상업형,뷰티 패션,high
ORCAS,,신부 들러리 드레스 어디서 구할까,,,naver,TRUE,의문문,상업형,뷰티 패션,high
ORCAS,,신분증 사진 크기,,,google,TRUE,명사구,정보형,법률 행정,medium
ORCAS,,신분증 사진 크기,,,naver,TRUE,명사구,정보형,법률 행정,medium
ORCAS,,신분증 종류,,,google,TRUE,명사구,정보형,법률 행정,high
ORCAS,,신분증 종류,,,naver,TRUE,명사구,정보형,법률 행정,high
ORCAS,,신석기 시대,,,google,TRUE,명사구,정보형,기타,high
ORCAS,,신석기 시대,,,naver,TRUE,명사구,정보형,기타,high
ORCAS,,신앙 서적,,,google,TRUE,명사구,상업형,쇼핑,high
ORCAS,,신앙 서적,,,naver,TRUE,명사구,상업형,쇼핑,high
ORCAS,,신용카드,,,google,TRUE,명사구,상업형,비즈니스 금융,high
ORCAS,,신용카드,,,naver,FALSE,명사구,상업형,비즈니스 금융,high
ORCAS,,신용카드 결제 계산기,,,google,TRUE,명사구,거래형,비즈니스 금융,high
ORCAS,,신용카드 결제 계산기,,,naver,FALSE,명사구,거래형,비즈니스 금융,high
ORCAS,,신용카드 비교 차트,,,google,TRUE,명사구,상업형,비즈니스 금융,medium
ORCAS,,신용카드 비교 차트,,,naver,FALSE,명사구,상업형,비즈니스 금융,medium
ORCAS,,신장 전문의,,,google,TRUE,명사구,상업형,건강,medium
ORCAS,,신장 전문의,,,naver,FALSE,명사구,상업형,건강,medium
ORCAS,,신장의 기능 단위,,,google,TRUE,조사 결합 명사구,정보형,건강,high
ORCAS,,신장의 기능 단위,,,naver,FALSE,조사 결합 명사구,정보형,건강,high
ORCAS,,신청서,,,google,TRUE,명사구,거래형,법률 행정,medium
ORCAS,,신청서,,,naver,TRUE,명사구,거래형,법률 행정,medium
ORCAS,,실내 다육식물용 흙,,,google,TRUE,명사구,상업형,취미 여가,high
ORCAS,,실내 다육식물용 흙,,,naver,FALSE,명사구,상업형,취미 여가,high
ORCAS,,실내 식물 물주기,,,google,TRUE,명사구,정보형,취미 여가,high
ORCAS,,실내 식물 물주기,,,naver,TRUE,명사구,정보형,취미 여가,high
ORCAS,,실더스 셰이더,,,google,FALSE,명사구,거래형,게임,medium
ORCAS,,실더스 셰이더,,,naver,TRUE,명사구,거래형,게임,medium
ORCAS,,실루엣,,,google,TRUE,명사구,정보형,뷰티 패션,low
ORCAS,,실루엣,,,naver,FALSE,명사구,정보형,뷰티 패션,low
ORCAS,,실시간,,,google,FALSE,명사구,분류 불가,분류 불가,low
ORCAS,,실시간,,,naver,TRUE,명사구,분류 불가,분류 불가,low
ORCAS,,실시간 농구 점수,,,google,FALSE,명사구,거래형,스포츠,high
ORCAS,,실시간 농구 점수,,,naver,FALSE,명사구,거래형,스포츠,high
ORCAS,,실시간 도로 지도,,,google,TRUE,명사구,거래형,여행 교통,high
ORCAS,,실시간 도로 지도,,,naver,TRUE,명사구,거래형,여행 교통,high
ORCAS,,실시간 항공 지도,,,google,FALSE,명사구,거래형,여행 교통,high
ORCAS,,실시간 항공 지도,,,naver,TRUE,명사구,거래형,여행 교통,high
ORCAS,,실제 벨로시랩터,,,google,TRUE,명사구,정보형,과학,medium
ORCAS,,실제 벨로시랩터,,,naver,TRUE,명사구,정보형,과학,medium
ORCAS,,실행 가능한 해결책,,,google,TRUE,명사구,분류 불가,기타,low
ORCAS,,실행 가능한 해결책,,,naver,FALSE,명사구,분류 불가,기타,low
ORCAS,,심근병증 약물,,,google,TRUE,명사구,정보형,건강,high
ORCAS,,심근병증 약물,,,naver,FALSE,명사구,정보형,건강,high
ORCAS,,심바의 딸 이름,,,google,TRUE,조사 결합 명사구,정보형,엔터테인먼트,high
ORCAS,,심바의 딸 이름,,,naver,FALSE,조사 결합 명사구,정보형,엔터테인먼트,high
ORCAS,,심볼랩 적분 계산기,,,google,TRUE,명사구,거래형,과학,high
ORCAS,,심볼랩 적분 계산기,,,naver,FALSE,명사구,거래형,과학,high
ORCAS,,심장 전문의,,,google,TRUE,명사구,상업형,건강,medium
ORCAS,,심장 전문의,,,naver,FALSE,명사구,상업형,건강,medium
ORCAS,,심장 판막 질환,,,google,TRUE,명사구,정보형,건강,high
ORCAS,,심장 판막 질환,,,naver,TRUE,명사구,정보형,건강,high
ORCAS,,심장에 물,,,google,TRUE,조사 결합 명사구,정보형,건강,medium
ORCAS,,심장에 물,,,naver,FALSE,조사 결합 명사구,정보형,건강,medium
ORCAS,,심장은 어떻게 생겼나요,,,google,TRUE,의문문,정보형,건강,high
ORCAS,,심장은 어떻게 생겼나요,,,naver,FALSE,의문문,정보형,건강,high
ORCAS,,심장의 구조와 기능,,,google,TRUE,조사 결합 명사구,정보형,건강,high
ORCAS,,심장의 구조와 기능,,,naver,TRUE,조사 결합 명사구,정보형,건강,high
ORCAS,,심한 여드름 흉터,,,google,TRUE,명사구,정보형,건강,medium
ORCAS,,심한 여드름 흉터,,,naver,FALSE,명사구,정보형,건강,medium
ORCAS,,십자군 전쟁 날짜,,,google,TRUE,명사구,정보형,기타,high
ORCAS,,십자군 전쟁 날짜,,,naver,TRUE,명사구,정보형,기타,high
ORCAS,,십자군 전쟁은 언제 시작되었나요?,,,google,TRUE,의문문,정보형,기타,high
ORCAS,,십자군 전쟁은 언제 시작되었나요?,,,naver,TRUE,의문문,정보형,기타,high
ORCAS,,십자화과 채소,,,google,TRUE,명사구,정보형,음식,high
ORCAS,,십자화과 채소,,,naver,FALSE,명사구,정보형,음식,high
ORCAS,,십진수를 2의 보수로 변환,,,google,TRUE,명사구,거래형,기술,high
ORCAS,,십진수를 2의 보수로 변환,,,naver,TRUE,명사구,거래형,기술,high
ORCAS,,싱가포르 항공,,,google,FALSE,명사구,이동형,여행 교통,high
ORCAS,,싱가포르 항공,,,naver,FALSE,명사구,이동형,여행 교통,high
ORCAS,,싱글 부모의 정의,,,google,TRUE,조사 결합 명사구,정보형,기타,high
ORCAS,,싱글 부모의 정의,,,naver,TRUE,조사 결합 명사구,정보형,기타,high
ORCAS,,쌀 푸딩 만들기,,,google,TRUE,명사형 전성어미,정보형,음식,high
ORCAS,,쌀 푸딩 만들기,,,naver,TRUE,명사형 전성어미,정보형,음식,high
ORCAS,,쌍떡잎꽃,,,google,TRUE,명사구,정보형,과학,high
ORCAS,,쌍떡잎꽃,,,naver,TRUE,명사구,정보형,과학,high
ORCAS,,쓰기 보호됨,,,google,TRUE,평서문,정보형,기술,high
ORCAS,,쓰기 보호됨,,,naver,TRUE,평서문,정보형,기술,high
ORCAS,,씨앗으로 나무 기르기,,,google,TRUE,명사형 전성어미,정보형,취미 여가,high
ORCAS,,씨앗으로 나무 기르기,,,naver,TRUE,명사형 전성어미,정보형,취미 여가,high
ORCAS,,아가베 이눌린,,,google,TRUE,명사구,정보형,음식,medium
ORCAS,,아가베 이눌린,,,naver,FALSE,명사구,정보형,음식,medium
ORCAS,,아기 레시피,,,google,TRUE,명사구,거래형,음식,medium
ORCAS,,아기 레시피,,,naver,TRUE,명사구,거래형,음식,medium
ORCAS,,아기가 둔위일 때 무슨 뜻인가요?,,,google,TRUE,의문문,정보형,건강,medium
ORCAS,,아기가 둔위일 때 무슨 뜻인가요?,,,naver,TRUE,의문문,정보형,건강,medium
ORCAS,,아네모네 꽃,,,google,FALSE,명사구,정보형,과학,medium
ORCAS,,아네모네 꽃,,,naver,FALSE,명사구,정보형,과학,medium
ORCAS,,아담 샌들러,,,google,FALSE,명사구,정보형,엔터테인먼트,high
ORCAS,,아담 샌들러,,,naver,FALSE,명사구,정보형,엔터테인먼트,high
ORCAS,,아도비 리더 설치하기,,,google,TRUE,명사형 전성어미,거래형,기술,high
ORCAS,,아도비 리더 설치하기,,,naver,TRUE,명사형 전성어미,거래형,기술,high
ORCAS,,아돌프 히틀러가 누구인가,,,google,FALSE,의문문,정보형,정치,high
ORCAS,,아돌프 히틀러가 누구인가,,,naver,FALSE,의문문,정보형,정치,high
ORCAS,,아동 및 청소년,,,google,FALSE,명사구,정보형,기타,medium
ORCAS,,아동 및 청소년,,,naver,TRUE,명사구,정보형,기타,medium
ORCAS,,아두이노 LED 매트릭스 튜토리얼,,,google,TRUE,명사구,정보형,기술,high
ORCAS,,아두이노 LED 매트릭스 튜토리얼,,,naver,FALSE,명사구,정보형,기술,high
ORCAS,,아디다스 아울렛,,,google,FALSE,명사구,상업형,뷰티 패션,high
ORCAS,,아디다스 아울렛,,,naver,FALSE,명사구,상업형,뷰티 패션,high
ORCAS,,아디다스 여성 자켓,,,google,FALSE,명사구,상업형,뷰티 패션,high
ORCAS,,아디다스 여성 자켓,,,naver,FALSE,명사구,상업형,뷰티 패션,high
ORCAS,,아란치니,,,google,FALSE,명사구,정보형,음식,high
ORCAS,,아란치니,,,naver,FALSE,명사구,정보형,음식,high
ORCAS,,아레사 프랭클린 Ain't No Way,,,google,TRUE,명사구,정보형,엔터테인먼트,medium
ORCAS,,아레사 프랭클린 Ain't No Way,,,naver,FALSE,명사구,정보형,엔터테인먼트,medium
ORCAS,,아르메니아는 국가인가,,,google,TRUE,의문문,정보형,정치,high
ORCAS,,아르메니아는 국가인가,,,naver,FALSE,의문문,정보형,정치,high
ORCAS,,아름답다는 의미의 여자 이름,,,google,TRUE,관형절 포함 명사구,정보형,기타,medium
ORCAS,,아름답다는 의미의 여자 이름,,,naver,TRUE,관형절 포함 명사구,정보형,기타,medium
ORCAS,,아마존 주식 사는 법,,,google,FALSE,관형절 포함 명사구,정보형,비즈니스 금융,high
ORCAS,,아마존 주식 사는 법,,,naver,TRUE,관형절 포함 명사구,정보형,비즈니스 금융,high
ORCAS,,아메리칸 갱스터 실화,,,google,FALSE,명사구,정보형,엔터테인먼트,high
ORCAS,,아메리칸 갱스터 실화,,,naver,FALSE,명사구,정보형,엔터테인먼트,high
ORCAS,,아메리칸 익스프레스 카드를 몇 개 가질 수 있나,,,google,TRUE,의문문,정보형,비즈니스 금융,high
ORCAS,,아메리칸 익스프레스 카드를 몇 개 가질 수 있나,,,naver,TRUE,의문문,정보형,비즈니스 금융,high
ORCAS,,아메리칸 핏불 강아지 판매,,,google,TRUE,명사구,상업형,반려동물,high
ORCAS,,아메리칸 핏불 강아지 판매,,,naver,TRUE,명사구,상업형,반려동물,high
ORCAS,,아몬드 가루 대체재,,,google,TRUE,명사구,정보형,음식,high
ORCAS,,아몬드 가루 대체재,,,naver,FALSE,명사구,정보형,음식,high
ORCAS,,아몬드 우유는 냉장 보관해야 하나,,,google,TRUE,의문문,정보형,음식,high
ORCAS,,아몬드 우유는 냉장 보관해야 하나,,,naver,TRUE,의문문,정보형,음식,high
ORCAS,,아미르 칸 영화,,,google,TRUE,명사구,정보형,엔터테인먼트,high
ORCAS,,아미르 칸 영화,,,naver,FALSE,명사구,정보형,엔터테인먼트,high
ORCAS,,아바타 2 줄거리,,,google,TRUE,명사구,정보형,엔터테인먼트,high
ORCAS,,아바타 2 줄거리,,,naver,TRUE,명사구,정보형,엔터테인먼트,high
ORCAS,,아브라함 링컨 어떻게 죽었나,,,google,TRUE,의문문,정보형,정치,high
ORCAS,,아브라함 링컨 어떻게 죽었나,,,naver,FALSE,의문문,정보형,정치,high
ORCAS,,아사나 윈도우 다운로드,,,google,TRUE,명사구,거래형,기술,high
ORCAS,,아사나 윈도우 다운로드,,,naver,TRUE,명사구,거래형,기술,high
ORCAS,,아소카 타노는 몇 살인가,,,google,TRUE,의문문,정보형,엔터테인먼트,high
ORCAS,,아소카 타노는 몇 살인가,,,naver,FALSE,의문문,정보형,엔터테인먼트,high
ORCAS,,아수스 노트북 보증 확인,,,google,TRUE,명사구,거래형,기술,medium
ORCAS,,아수스 노트북 보증 확인,,,naver,TRUE,명사구,거래형,기술,medium
ORCAS,,아수스 펌웨어,,,google,TRUE,명사구,거래형,기술,medium
ORCAS,,아수스 펌웨어,,,naver,TRUE,명사구,거래형,기술,medium
ORCAS,,아웃룩 2010에서 아카이브하는 방법,,,google,FALSE,관형절 포함 명사구,정보형,기술,high
ORCAS,,아웃룩 2010에서 아카이브하는 방법,,,naver,TRUE,관형절 포함 명사구,정보형,기술,high
ORCAS,,아웃룩 2016 이메일 암호화,,,google,TRUE,명사구,정보형,기술,high
ORCAS,,아웃룩 2016 이메일 암호화,,,naver,TRUE,명사구,정보형,기술,high
ORCAS,,아웃룩 기본 글꼴 변경하기,,,google,TRUE,명사형 전성어미,정보형,기술,high
ORCAS,,아웃룩 기본 글꼴 변경하기,,,naver,TRUE,명사형 전성어미,정보형,기술,high
ORCAS,,아웃룩 데이터 파일 복구,,,google,TRUE,명사구,정보형,기술,high
ORCAS,,아웃룩 데이터 파일 복구,,,naver,TRUE,명사구,정보형,기술,high
